		d07ctrl031	d07ctrl032	d07ctrl033	d07ctrl034	d07ctrl035	d07ctrl036	d07ctrl037	d07ctrl038	d07ctrl039	d07ctrl040	d07sub041	d07sub042	d07sub043	d07sub044	d07sub045	d07sub046	d07sub047	d07sub048	d07sub049	d07sub050	d07ther051	d07ther052	d07ther053	d07ther054	d07ther055	d07ther056	d07ther057	d07ther058	d07ther059	d07ther060	d35ctrl091	d35ctrl092	d35ctrl093	d35ctrl094	d35ctrl095	d35ctrl096	d35ctrl097	d35ctrl098	d35ctrl099	d35ctrl100	d35sub101	d35sub102	d35sub103	d35sub104	d35sub105	d35sub106	d35sub107	d35sub108	d35sub109	d35sub110	d35ther111	d35ther112	d35ther113	d35ther114	d35ther115	d35ther116	d35ther117	d35ther118	d35ther119	d35ther120	d78ctrl181	d78ctrl182	d78ctrl183	d78ctrl184	d78ctrl185	d78ctrl186	d78ctrl187	d78ctrl188	d78ctrl189	d78ex1sub	d78ex2sub	d78ex3sub	d78sub191	d78sub192	d78sub193	d78sub194	d78sub195	d78sub196	d78sub197	d78sub198	d78sub199	d78sub200	d78ther201	d78ther202	d78ther203	d78ther204	d78ther205	d78ther206	d78ther207	d78ther208	d78ther209	d78ther210
trt	ARG_name	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	ther	ther	ther	ther	ther	ther	ther	ther	ther	ther	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	ther	ther	ther	ther	ther	ther	ther	ther	ther	ther	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	ctrl	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	sub	ther	ther	ther	ther	ther	ther	ther	ther	ther	ther
gene_3641913	lnuC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25192	10262	4038	1	4201	1	5288	25217	1	1	1	1	1	1	1	1	1	4596	1	1	5272	1	1	1	1	1	9734	1	1	1	1	8305
gene_3646435	emrY	11641	6206	5376	1	1	1	1	1	1	1	1	9304	1	1	1	1	1	1	1	6512	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43782	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4268	1	1	1	1	1	2139	1	1	1	1	1	1	1	1	1	1	3610	1	1	1	1	1	1
gene_3657346	tetM	28180	34428	54224	15088	30662	1	6981	38100	9297	5627	1	1	1	1	16338	1	4115	12899	1	45978	1	3559	1	1	1	3121	1	1	1	1	85020	28320	4321	10594	1	24077	76527	43013	1	33837	21163	53448	24777	1	104580	66287	55211	18317	29293	23855	122671	65203	1	85878	237217	18928	85616	47306	34447	21674	58050	87364	10855	11858	26353	10127	9477	22597	124846	39857	1	17246	1	18110	34527	31057	19313	37067	57256	1	28348	11954	25777	35629	22214	76457	1	27970	60043	19774	4273	14885
gene_3674377	mdtM	22499	1	5772	1	1	1	1	1	1	1	26432	1	6151	4431	4348	1	1	13731	8723	1	4270	22729	5180	17813	1	1	3550	1	16651	1	4525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6415	1	7800	1	1	20894	1	1	7314	4856	6716	12152	1	1	1	1	1	1	1	1	1	1	1	1	1	18540	1	1	1	2297	1	1	1	1	1	1	1	11760	56892	1	1	1	1	1	1	1	1
gene_3675973	mdtF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3679618	Escherichia coli ampC1 beta-lactamase	1	1	1	1	1	1	1	1	1	1	1	1	9270	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9667	1	1	1	1	118070	1	1	1	1	1	1	1	1	20861	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5840	1	1	1	1	1	1
gene_3682586	mdtC	1	1	1	1	1	1	1	1	1	5752	1	1	1	1	1	1	1	1	1	1	1	10912	1	1	1	3190	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10031	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3689789	tetW	202522	263488	256080	201370	141660	339936	322510	519678	233852	774146	412125	211956	350019	444465	620642	412767	536578	476740	109373	499017	852529	661265	489597	269153	401197	365282	325267	344559	273010	81883	200761	577874	283935	320842	428588	333703	343733	375360	394063	466502	482338	325812	426088	401524	625699	402143	423234	455102	305751	116331	241808	751811	668133	564277	412149	498768	808673	666695	463679	529595	413876	859167	698362	580292	715039	426265	335675	570059	450824	274749	464909	495778	522508	734427	615907	374650	162589	672315	470260	377756	407453	421375	381848	288062	326895	381264	268668	172294	288956	472011	315863	171919
gene_3716045	Escherichia coli emrE	12616	1	1	1	1	1	1	29239	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28011	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	78722	1	1	105440	1	1	1	1	1	1	1	1	1	1	1	1	1	20224	1	1	1	23127	1	1	1	1	1	11593	1	1	1	1	1	1	1	1	47851	1	19559	1	1	1	1	1	1
gene_3718395	AcrF	2712	1	1	1	1	1	1	1	1	1	1	1	13348	1	1	1	1	22347	1	1	9267	4110	5620	12885	1	3605	1	1	6022	7677	1	1	1	1	1	1	11049	1	1	1	1	3858	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13185	4967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4253	15432	1	1	1	1	1	1	1	1
gene_3725681	msbA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7576	1	1	1	1	1	1	5550	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20894	5339	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4741	1	1	1	4962	1	1	1	1
gene_3747664	gadX	361647	428435	139174	1	1049332	171685	1	698492	79541	529577	672713	481718	642690	1	279568	1	140834	1434633	841327	449565	137283	426230	333059	1193054	1	133509	28532	1	669142	852949	1	30287	1	1	1	1	1	1	1	1	1	28580	1	1	1	206227	1	1	41769	1	755651	42912	1	1	78058	1	1	73587	32746	37086	1	1	1	1	1	86639	1	1	1	1	1	1	1	1	18462	1	1	1	1	33849	1	1	94517	533449	190055	311490	1	119649	64212	1	36558	31837
gene_3761681	emrB	1	1	5936	1	1	1	1	1	1	1	1	1	1	1	4472	1	1	1	1	1	1	1	1	1	1	3417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4032	1	1	1	1	1	1	1	1	1
gene_3763846	emrB	5142	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53719	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3767757	mdtM	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7094	1	1	1	11743	1	6136	1	1	1	1	1	7311	1	1	1	1	1	1	5261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3776400	ErmG	39888	63793	55260	148066	546848	142019	31619	92447	63165	57347	224932	233775	13086	18855	37002	100311	111839	29212	18559	252880	95392	76560	93673	1092697	53817	176704	49092	1	76754	1053642	28882	72154	58718	59978	43539	40895	81239	81176	63916	49263	143781	124827	98198	196123	49002	61413	220898	45632	116094	330895	55563	113589	57236	81685	103313	178608	109874	107133	47674	68719	47474	41653	98330	31330	25578	57335	59022	91387	92622	90265	19722	61842	119750	41014	75750	87919	61233	55964	97250	76161	74899	49634	45868	80690	75463	57717	59265	52786	131730	83968	72579	50564
gene_3780737	lnuB	1	1	1	1	1	1	1	1	10227	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35510	1	1	1	1	1	1	1	1	1	1	1	8704	1	1	1	1	1	1	1	1	1	1	1	1
gene_3805356	tetM	19473	3708	1	11915	18162	5943	8269	38686	16520	6666	9805	1	1	1	14516	1	1	30560	1	31124	4752	1	1	1	1	7394	1	1	1	1	115824	37742	1	1	13014	23768	45327	16985	1	22905	20056	15829	29352	26474	55535	99941	34882	4340	5783	7065	430140	29708	1	24416	75657	1	13523	30567	9068	46215	26743	49023	8572	1	17839	1	5613	15297	81597	20235	1	10215	7830	1	17894	45988	4576	4879	18841	4687	5597	9441	4362	68586	8772	77633	1	5522	22227	23425	25310	1
gene_3807506	aad(6)	77496	77463	59646	69152	1	13796	1	29935	1	61899	22761	51613	15891	34342	44931	196764	22634	53208	1	90314	1	39144	26764	15339	14522	154490	1	1	143387	54832	11690	38940	23767	1	1	33105	1	1	77612	66466	11639	1	51103	1	29751	16572	263172	151119	93981	32800	53975	1	1	66126	12545	17350	15696	82785	10525	11921	133031	37934	49750	43478	124235	403800	286679	71021	153905	78291	1	71142	18176	174310	154293	128110	21244	33978	52484	54400	51971	65749	91141	1	1	1	95953	76917	196077	40784	70505	40933
gene_3810202	msbA	5345	1	1	1	1	1	1	1	1	1	1	10678	1	1	1	1	1	1	1	7474	1	28345	5537	1	1	1	1	1	5933	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8426	1	1	1	1	1	1	1
gene_3827158	tet(W/N/W)	1	5926	10267	1	1	37996	1	1	1	1	1	1	1	1	1	19354	38960	12212	1	24873	1	20213	1	31684	1	70913	31572	1	1	1	8049	13406	8182	1	1	22794	1	13574	53438	64069	24042	6325	23457	1	34141	1	27877	27746	27732	11292	1	1	1	45530	60463	23892	43229	40714	57976	8208	30532	69650	13702	22452	35641	105458	26916	6112	24454	53905	32977	48983	37544	51436	36774	1	14627	23395	48182	44947	35783	22635	20918	1	14020	41362	99099	17653	49738	74883	40454	35229
gene_3852408	Escherichia coli ampC1 beta-lactamase	2768	1	25563	1	1	1	1	1	1	6632	1	1	13621	1	4814	1	1	1	1	1	4728	12582	1	6574	6224	3678	1	1	6145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5036	1
gene_3882866	acrD	5680	1	1	1	9271	1	1	1	1	1	10010	11349	13977	1	1	8241	1	7800	9911	1	1	8607	5885	1	1	3775	8067	1	6306	8038	1	1	1	6406	1	1	5785	1	1	1	1	4040	1	1	1	14576	1	13292	1	1	23738	12132	1	1	1	1	13806	1	1	1	1	1	1	1	4553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26722	43091	1	48436	10550	11276	1	5979	15504	1
gene_3888804	mdtB	1	1	1	1	1	1	1	1	1	1	14707	1	1	1	1	1	1	1	1	1	1	12646	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17569	1	1
gene_3888805	mdtC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8308	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3900540	YojI	2885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48233	1	1	1	1	15505	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_3904265	tet(W/N/W)	227838	390412	325667	116175	531224	486727	258008	251457	257714	103990	344146	260128	53393	346170	132096	661127	247164	178777	416457	242765	129733	443888	584519	644249	97589	922817	323555	1	144535	583417	451712	212614	339391	367065	355277	278086	552428	496800	730175	535981	332422	354963	486503	232311	299891	334088	459134	456983	428552	220417	725425	486617	379474	269795	1074865	641273	501025	357631	442067	761015	581081	467349	601780	547828	295678	350889	372161	715888	775683	315669	563256	225756	580187	376510	488516	609803	392593	399584	470260	621470	283762	165686	612469	843611	307889	386870	322402	624567	693495	433946	671210	842402
gene_3909134	msbA	1	1	1	1	1	1	1	6796	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6976	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	16683	1	1	1	1	1	1	1	1
gene_3950341	emrB	1	1	1	1	1	1	1	1	1	7182	1	1	1	1	1	1	1	8231	1	1	1	9083	1	14238	1	1	1	1	13309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6262	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_4006927	lmrD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12844	1	1	1	1	1	1	1	5715	1	1	3816	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_4007318	mel	1	1	1	1	1	1	1	1	18839	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13083	1	1	1	1	1	1	1	1	31307	1	1	1	1	1	1	1	1	1	1	1	60833	1	1	15081
gene_4008229	Escherichia coli acrA	1	4179	1	1	1	1	9321	1	1	37569	1	1	1	1	1	1	1	1	1	1	5356	4752	1	7448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4587	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gene_4008504	acrB	6271	1	1	1	1	1	1	1	1	7514	1	1	1	1	1	1	5495	1	1	1	21426	4752	1	14896	1	4167	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6697	1	1	6091	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4861	1	1	1	1	1	1
gene_4015151	emrA	33904	9037	7829	1	11067	1	1	70722	13423	40621	47798	27097	75083	12020	29486	1	11883	65179	23662	9483	5792	46238	35127	96637	7624	18024	4815	484536	30111	19191	1	1	1	1	1	1	6905	1	1	1	1	1	1	8066	1	1	1	5289	1	1	77926	7241	1	14878	13172	9109	1	12418	1	6258	1	6638	15671	11413	1	7310	1	1	12431	1	1	1	1	1	12462	1	5577	1	1	1	1	1	21266	102879	1	36795	1	1	16254	1	6169	16117
gene_4023321	mdtP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	13257	1	1	1	6163	1	1	1	1	5856	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4975	1	1	1	1	1	1	1	5772	1
gene_4027680	Escherichia coli ampC beta-lactamase	190340	54964	43950	6794	113908	20331	9430	301454	6280	53211	117399	215505	109283	28116	33107	13808	16678	261370	77491	44365	21676	144213	26294	82886	7134	118050	9010	1	63392	134676	1	9564	1	1	14840	1	19383	1	7625	1	1	1	1	7547	1	8141	1	14847	1	1	225370	13551	17070	13921	1	8523	1	29047	5170	11712	1	1	14663	1	5086	1	1	4361	5816	7692	1	1	8929	1	14576	1	1	1	1	1	1	1	29847	84229	1	29510	1	1	25347	20034	1	1
gene_4028410	Escherichia coli emrE	1	9904	1	1	1	1	1	17223	1	1	1	1	18285	1	1	1	1	1	1	20785	1	11260	1	17651	1	1	1	1	1	21032	1	1	1	1	34763	12698	1	1	1	1	13393	10571	1	1	1	1	1	1	1	1	31054	1	1	1	1	1	1	1	12111	1	1	14550	1	1	1	32045	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	11653	28186	23431	23042	1	14751	1	1	1	1
gene_4043911	msbA	1	4788	1	1	35180	1	1	1	1	17217	1	1	44199	1	6249	1	1	9866	25073	1	1	5444	1	8533	1	1	1	1	15953	10168	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7506	1	1	1	20936	1	1	1	1	6631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	20440	1	5570	1	1	1	1	1	1
gene_4047232	emrB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8868	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6124	1	1	1	1	1	1	1	1
gene_4048766	tetW	1328565	857191	1140058	688701	657403	2394079	1786356	1370215	1478900	1650136	1453976	545178	959150	1122805	1807988	1475140	1861414	1364917	260711	1653563	1758993	1407762	1332735	740694	971503	1100853	964114	464226	656320	597575	1146627	1473902	932460	945138	1504380	854795	1137936	1437845	1272653	1925681	1867605	961109	1336641	1344712	1865591	1166973	1389925	1520236	1404646	445453	780537	1942584	2080026	1173642	1173682	1658163	2084316	1748894	1180611	1786813	1253522	2206997	1446394	1290294	1546609	1617870	603009	1250304	1006375	1086884	1156384	1383640	1663947	1853743	1295467	1256552	822799	1965446	1020774	1455716	1339734	1163001	1232680	1096559	1024249	1133114	832549	683503	1344425	2085621	1152571	900772
gene_40526	poxtA	2970	43537	1	1	1	6344	32369	4589	9798	21348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19399	20037	2233	2315	50746	4032	1	4759	14263	1	1	1	1	1	1	1	1	4116	1	1	1	1	1	1	1	1	1	1	1	6797	27135	64058	33323	22217	6403	5992	1	3629	26402	7342	73911	89157	7634	29109	1	1	17361	24135	8339	1992	1	58987	18774	402653	12278	297839	318336	77512	191716	230557	12549
gene_429398	vanI	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2072	2214	1	1	1	1	1	1	1	1	1	1	1	7494	1	1	4435	8224	1	1	12000	1	1	16204	3959	1	1	1	1	1	4188	1	1	1	1	1	3052	7205	1	1	1	1	1	1	11339	1	1	4387	6011	7162	5154	7692	2734	14780	18384	1	1	4889	5913	9830	7250	17371	6189	1	16408	5673	24701
gene_436126	poxtA	107471	121634	1	122385	11137	3644	7606	15815	1688	8175	39080	23859	149013	136073	31155	201714	61283	60904	23811	83498	17484	41359	24744	18233	134261	2267	35127	1	138247	57936	6176	1	17265	23086	1995	1	27795	20830	1	7023	1537	3640	1	16234	6549	102870	16042	2661	14186	32491	40990	1	1	22458	23197	48123	26950	12496	54216	12595	1	1	1	1	1	1839	1	1	1	1	6326	1	1	1	1	1	1	13463	1	2874	1	1	1	1	2689	2645	1	1	1	1	10864	2703
gene_448396	poxtA	1	1	1	1	1	1	1	1	1	18839	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39137	1	9042	190626	1	1679	1	15000	14173	2023	12399	1	49252	1	9055	2522	4621	9199	377966	2496	1	1	1	1	1	1	1	1	1	1814	1350	1	1514	1	1	1	1	1	1	288315	1	42101	11064	1	1	3249	1616	1	2662	3311	458701	1668	198793	201286	551573	1524	7301	415519	58105	31032	118020	18687
gene_448996	vanI	19589	1	1	51633	59025	12876	26876	1	1	18054	1	6021	14831	1	10484	8745	1	4138	1	8429	1	54801	6245	21475	3388	20026	6420	1	1	12794	8183	2272	8318	6798	35246	2575	1	4600	1	9305	1	1	39747	1	20826	27067	28342	1	18796	1	1	6437	1	1	14636	1	21975	13797	1	22252	1	1	1	17754	7247	1	1	4143	1	3654	11176	1	33929	23241	27694	4982	1	2643	4082	7616	6063	1	61436	25720	9503	4672	5597	8974	31304	25377	95965	23878
gene_451952	tet(44)	920761	1255354	3544697	1034880	2240369	2339441	2163482	1147444	3976949	1533078	826213	902940	358173	567048	756601	1572883	1901261	746068	109268	1391827	588380	839968	285841	1614141	1235081	1168593	2021467	1330394	272459	2131706	3483667	2866576	2609985	2672340	2116063	3629724	2318302	1914347	3840455	2215835	2094225	2464254	3024738	2681901	1983161	2532153	7442650	4635314	4507554	2815387	1416403	1876193	1689485	3049029	1303674	1327838	1055202	2688896	2615162	2033913	2999661	5703501	4039508	4670642	5612650	3996079	5252674	3552916	4899410	6461530	8529801	7132953	4235047	6911499	5603108	2965915	4380545	3571051	4731944	3908071	6584111	4050972	5982425	5180886	5059436	6049851	8717043	10625596	7776120	4473430	4311708	4308699
gene_465941	efmA	2433	1	1	1	1	1	1	2819	1	2915	1	1	11971	1	6347	1765	1	3340	1	3402	1	1	7561	1	1	1616	1	1	1	1	11009	11001	1	13717	5690	4157	27250	7426	1	5007	1	13841	48124	8681	11207	9363	7626	13282	5057	27799	22873	12989	1	10675	28353	6536	29563	24501	35683	40413	13363	23815	7496	1	5850	7867	17180	23408	100338	23593	1	7444	1	1	38001	16086	2001	10666	8237	6147	1	4128	19073	78428	11506	13200	4518	14487	15549	20484	39837	21201
gene_469488	vanI	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4263	1	1	1	1	4697	1	18692	1	1	1	1	2192	1	16104	1	1	1	1	1	11737	2309	1	4805	19386	6047	2060	19230	18167	11114	7337	12653	17335	15147	4955	2465	1	22328	10099	66328	22885	7050	1	1	1	5566	2975	1	78865	1	1
gene_478786	tetO	1910513	2154268	1272135	755136	915808	2116754	2660705	2514570	1692928	2467725	2994846	2536923	5084820	6115060	5167376	3884857	3388106	6841493	3070187	3160211	6905081	6143277	6243882	2725980	3596672	3371573	3358326	4845356	6857864	1300213	2105127	2666619	3643467	3123876	2180829	2217446	1401786	3415501	2247161	2606628	4931334	1161106	1828857	4660328	4943521	3258226	1996753	1663440	2435275	1465858	1895030	4589193	2529065	2490893	2718448	1742094	4820722	3878992	1928518	2155999	413229	506184	804463	1007205	1055800	1107492	915010	928650	797126	838496	1012100	744912	1486253	1722404	1359153	1384388	828125	674892	698042	1443719	873114	637145	1040718	1736090	1344342	1436309	513198	829503	1133701	667335	698663	1293421
gene_481464	vanI	6182	1	3569	3310	1	3302	4594	1	3059	1	1	6176	1	5479	1	1	8125	1	1	1	1	2342	1	1	1	2054	15363	1	1	1	19584	4660	2844	3486	1	2641	6295	9436	3715	3181	1	1	1	1	1	1	1	4822	1	1	1	1	4158	1	1	4152	3756	1	1	1	6367	1	1	2601	1	1	1	2125	1	7495	11462	3783	1	5959	1420	1	1	2711	1	5208	3109	1	7271	2931	1	2396	22963	6136	2470	9760	14061	1
gene_486735	tet(40)	845027	730090	735535	1470025	395917	1133247	1307472	1319068	699164	724990	1263653	846853	632972	859990	1122052	879878	600275	1614267	483711	1144484	856081	1161323	944554	1250508	392632	1167338	492127	571442	1453040	577155	646613	914188	860864	832736	732626	860905	325756	1025337	964297	987680	1393299	430385	608217	1243049	927182	995286	551512	752698	507080	673571	726873	754379	788927	573202	427212	709024	1739627	1066644	1194776	597849	247105	514115	388126	565327	489307	425319	457200	340794	652389	277923	464602	345861	802794	724651	634437	674230	512992	584392	788942	525452	211843	384476	376209	788658	424472	588922	311906	328079	455798	342308	269202	494214
gene_490549	Klebsiella pneumoniae KpnF	133152	52581	56935	10561	177075	31606	14660	285747	1	118170	165121	335013	133482	8742	94354	7155	8642	419856	258134	124141	8424	82201	61313	281127	11090	32771	7003	704779	197093	321019	1	1	1	11123	1	1	10044	1	1	1	17777	14030	1	1	1	63274	1	30773	1	25047	329738	1	13268	1	1	13249	11986	1	16075	18206	1	1	1	1	1	1	1	1	1	1	1	1	83280	1	4532	1	1	1	1	1	9922	1	1	177701	1	53520	1	9789	1	10381	8973	1
gene_490550	Klebsiella pneumoniae KpnE	208984	100744	41068	1	290286	1	1	329780	1	202439	219401	230988	295410	1	69606	19354	31168	549521	387907	198988	15191	175183	36855	306282	9999	76823	37887	1	335668	314612	1	1	1	10029	10400	15196	18112	1	1	1	8014	6325	11729	1	1	22820	13938	27746	1	1	427376	18994	11963	13008	17275	1	21615	16286	7247	16415	1	1	6851	14968	1	1	1	1	16303	1	1	1	12515	17145	20430	14701	14627	15597	1	1	1	7545	62753	101193	1	62043	1	1	21316	1	16182	1
gene_496525	vanI	1	1	1	1	1	1	1	7083	1	1	1	1	1	1	1	1	2678	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2812	1	1	1	3112	1	1	1	1	1	8061	1	2347	7842	9580	2384	3177	1	1	75065	1	1	1	8211	1	1	1	5641	1	1	1	1	1	1	1	1	1	7410	1	1	1	1	2808	1	1	1	1	10298	12297	1	26358	11592	91548	23691	28380	6067	19535	1	44488	2421
gene_522658	poxtA	1	1	1	19291	1	1	1	2320	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21356	1	1	1	1	1	1	1	1	2091	1	1	1	1	1	2433	1	1	1	1	76428	1	1	1	1	1	1	1	1	1	6125	1	1	1	1	1	3511	1	1686	1	76424	1	1	1	1	1	1	1	1	1	1
